Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hong Kong,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Macau,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Yunnan,Zhejiang
0,0,0,0,0,1,0,0,0,0,0,0,89,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,25,0,1
0,0,0,0,0,5,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1
0,0,0,0,0,3,0,0,0,0,0,0,72,0,0,0,0,0,0,2,0,0,0,3,4,18,0,4,0,0,14,0,1
0,0,0,0,2,3,0,0,0,1,1,0,69,0,0,0,0,0,0,0,0,0,0,9,6,8,0,0,0,0,13,0,1
0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,0,0,0,0,1,1,4,0,1,0,0,9,0,1
0,0,0,0,0,8,0,0,0,1,0,0,62,0,0,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,8,0,0
0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,5,0,16,0,1,0,0,8,0,0
0,0,0,0,0,2,0,0,0,0,0,0,48,0,0,1,2,0,0,0,0,0,0,2,0,4,0,4,0,0,7,0,0
0,0,0,1,0,3,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,0,5,0,1,2,0,4,0,0
0,0,0,1,0,8,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,3,1,3,0,2,0,0,0,4,0
0,0,0,0,0,1,0,0,0,0,0,0,44,0,0,0,3,0,0,0,0,0,0,2,0,14,0,0,2,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,2,1,8,0,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,3,11,0,1,6,0,0,0,0
0,0,0,1,0,0,0,0,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,2,3,13,0,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,5,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,1,5,1,3,0,0,0,3,0
0,0,0,0,0,3,0,0,0,1,0,0,9,0,0,0,0,0,0,1,0,0,0,2,0,2,0,4,1,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,1,0,0,1,0
0,0,0,0,0,0,0,0,0,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0
0,0,0,2,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,5,0,0,0,1
0,0,0,1,0,1,0,0,0,3,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,6,0,0,0,2,0,0,0,0,0
0,0,0,1,0,13,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,1,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,2,0
0,0,0,1,1,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
0,0,1,0,0,4,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,1,0,8,0,1,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
0,0,0,0,0,1,1,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,2
0,0,0,2,0,1,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0
0,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,0,0,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,4,0,0,0,1,1
0,0,0,0,0,1,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0
0,0,0,1,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,13,0,12,0,0,3,0,0,0,0
0,0,0,1,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,0,0,0
0,0,0,1,0,4,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,23,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
0,0,0,0,0,4,0,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0
0,1,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0,0
0,0,0,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,3,0,0,0,0,0
0,0,0,2,0,5,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0
0,0,0,5,0,8,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,7,0,1,0,0,0,0,0
0,0,1,2,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,0
0,0,0,0,0,6,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,2,0
0,0,0,2,0,1,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,10,1,3,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1
0,0,0,1,0,3,0,0,0,0,0,0,18,0,0,0,0,0,0,2,0,0,0,11,0,6,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,3,0,2,0,5,2,0,0,0,0
0,0,0,1,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,10,0,3,0,0,0,0,0
0,1,0,1,0,3,0,0,0,2,0,0,7,0,0,1,0,0,0,4,0,0,0,0,6,5,2,1,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0
0,0,1,1,0,2,0,0,0,0,0,0,12,0,0,5,2,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,4,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,1,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,5,1,0,2,0,0,0,0
0,1,1,1,0,5,0,0,0,0,0,0,15,0,0,0,1,0,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0
0,0,2,7,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,2,0,2,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,3,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,1,0,5,2,0,1,0,0,0,0
0,0,0,1,0,1,0,0,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,0,0
0,1,0,1,0,1,0,0,0,2,1,0,8,0,0,1,0,0,0,0,0,0,0,2,1,3,0,2,0,0,0,0,0
0,0,0,0,0,2,0,0,0,1,0,1,5,0,0,1,0,0,0,0,0,0,0,6,0,7,0,1,1,0,22,0,0
0,1,0,1,0,3,0,0,0,0,0,0,2,0,0,8,2,0,0,0,0,0,0,1,0,6,0,0,2,0,23,0,0
0,0,0,4,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,13,0,2,2,0,0,1,0
0,0,0,0,0,3,0,0,0,1,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,8,0,4,5,0,6,1,3
0,0,0,1,7,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,0,5,0,1,0,0,3,0,0
0,0,0,0,3,5,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,6,3,2,1,0,3,0,0
0,2,0,4,0,8,0,0,0,0,0,0,6,4,0,4,1,0,0,0,0,0,0,0,1,9,0,8,2,0,5,0,1
0,0,0,2,0,3,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,1,0,4,0,3,0,0,2,0,0
0,1,0,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0,0,3,0,8,0,4,0,0,8,0,0
0,0,0,2,0,3,0,0,0,0,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,15,1,2,2,0,6,1,1
0,0,0,9,0,2,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,4,0,11,0,4,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,9,0,7,1,2,0,0,0,0,2
0,0,0,0,0,4,0,0,0,0,0,0,10,0,0,2,1,0,0,1,0,0,0,6,0,13,1,4,1,0,0,0,0
0,2,0,3,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,5,0,3,1,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,0,1,0,5,0,2,6,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,18,0,0,1,0,0,0,0,0,0,0,2,0,4,0,4,2,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,1,23,0,0,1,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0
0,0,0,1,0,7,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,1,0,5,0,0,2,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,3,0
0,0,0,0,0,2,0,0,0,0,0,0,14,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0
0,0,1,2,0,1,2,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1
0,1,0,6,0,2,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,5,0,0,0,0
0,1,0,4,0,0,1,0,0,0,0,0,43,0,0,2,0,0,0,0,0,0,0,2,0,4,0,1,1,0,0,0,1
0,1,0,1,0,4,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0
0,0,0,4,0,4,0,0,0,0,0,1,73,0,0,1,2,0,0,0,0,0,0,2,0,4,0,3,1,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
0,0,0,1,0,4,0,0,0,0,0,0,85,0,0,9,1,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
0,0,0,4,1,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,115,0,0,3,0,0,0,0,0,0,0,0,5,5,1,3,0,0,0,0,0
0,1,0,2,0,0,0,0,0,0,0,0,76,0,0,4,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0
0,0,0,1,0,3,0,0,0,0,0,1,82,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,0,103,1,0,1,0,0,0,0,0,0,0,1,2,8,0,0,0,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,2,90,0,0,3,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0
0,1,0,1,0,3,0,0,0,0,0,3,112,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,0,0
0,0,0,6,0,2,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1,1,0,0,1,0
0,0,0,1,0,2,0,0,0,0,0,0,95,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1
0,0,0,0,0,3,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0
0,0,0,0,0,2,1,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0
0,0,0,1,0,1,0,0,0,0,0,0,104,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,2,0,112,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0
0,0,0,1,0,2,0,0,0,0,0,0,86,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,0,1,1
0,2,0,0,0,1,0,0,0,0,5,0,69,0,0,0,1,0,0,0,0,0,0,0,1,10,0,3,0,0,0,1,0
0,1,0,0,0,1,0,0,0,0,2,0,95,0,0,1,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,1
0,1,0,0,0,1,0,0,0,0,2,0,82,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0
0,1,0,1,0,3,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,2,0
0,0,0,0,0,1,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0,0,1,96,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0
0,2,0,1,0,1,0,0,0,0,0,0,70,0,0,0,0,0,0,1,0,0,0,0,2,8,0,0,1,0,0,0,1
0,2,0,1,0,1,0,0,0,0,0,1,109,0,0,2,0,0,0,1,0,0,0,2,0,11,0,1,0,0,0,0,1
0,0,0,2,0,3,0,0,0,0,1,0,74,0,0,6,0,0,0,1,0,0,0,0,0,8,1,1,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,85,0,0,2,0,0,0,2,0,0,0,0,0,6,0,2,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,63,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,1
0,0,0,0,0,1,0,0,0,0,0,1,53,0,0,0,0,0,0,7,0,0,0,0,0,6,0,2,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,71,0,0,0,0,0,0,8,0,0,0,0,0,4,0,1,0,0,0,0,0
0,2,0,1,0,1,0,0,0,0,0,0,57,0,1,0,0,0,0,6,0,0,0,1,0,5,0,1,0,0,0,2,0
1,8,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,2
0,1,0,0,0,1,0,0,0,0,0,0,70,0,0,6,0,0,0,6,0,0,0,0,0,2,0,1,1,0,0,0,3
0,7,0,1,0,1,0,0,0,0,0,1,61,0,0,1,0,0,0,8,0,0,0,0,0,4,0,3,1,0,0,0,0
0,1,0,2,0,1,0,0,0,0,1,0,53,0,0,2,0,0,0,5,0,0,0,0,1,7,0,0,3,0,0,0,1
0,2,0,1,0,3,0,0,0,0,2,0,54,0,0,3,0,0,0,5,0,0,0,1,0,6,0,2,0,0,0,0,0
0,5,0,1,0,2,0,0,0,0,0,0,68,0,0,0,0,0,0,4,0,0,0,1,0,5,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,8,0,0,0,1,1,4,0,0,3,0,0,0,0
0,2,0,3,0,5,0,0,0,1,4,0,35,0,0,1,0,0,0,3,0,0,0,2,0,6,0,0,1,0,0,0,0
0,2,0,1,0,2,0,0,0,4,1,0,41,0,0,1,0,0,0,7,0,0,0,6,0,4,1,3,1,0,0,0,0
0,1,0,1,0,4,0,0,0,14,0,1,53,0,0,0,1,0,0,3,0,0,0,0,0,6,0,1,1,0,0,0,0
0,1,0,0,0,3,0,0,0,20,1,0,32,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,53,0,0,25,0,0,0,0,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0
0,1,0,1,0,3,0,0,0,33,1,1,33,0,1,0,1,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,14,0,0,45,0,0,0,1,0,0,7,0,0,0,0,1,7,0,0,0,0,0,0,0
0,1,0,6,0,1,0,0,0,46,0,0,59,0,0,0,0,0,0,3,0,0,0,1,0,4,1,0,4,0,0,0,2
0,1,0,1,0,7,0,0,0,82,0,0,31,0,0,0,0,0,0,6,0,0,0,1,0,2,0,0,2,0,0,1,0
0,1,0,1,0,1,0,0,0,40,1,1,41,0,0,0,0,0,0,3,0,0,0,1,0,4,0,0,2,0,0,0,0
0,0,0,1,0,2,0,0,0,90,16,0,60,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0
0,1,0,0,0,3,1,0,0,81,43,1,42,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,3,1,0,0,90,43,0,29,0,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,1
0,2,1,0,0,0,0,0,0,90,23,0,38,0,1,0,0,0,0,0,0,0,0,1,0,7,0,2,3,0,0,0,0
0,2,0,2,0,2,0,0,0,72,12,0,50,0,1,0,0,0,10,0,0,0,0,0,1,4,0,2,1,0,0,0,0
0,3,0,1,0,1,0,0,0,54,7,0,55,0,2,0,0,0,30,0,0,0,0,3,0,4,0,1,1,0,0,0,2
0,1,0,0,0,3,0,0,0,35,27,0,107,0,0,0,0,0,43,0,0,0,0,1,0,4,1,0,0,0,0,0,3
0,7,0,1,0,3,0,0,0,19,16,0,56,0,0,0,0,0,46,0,0,0,0,2,0,4,0,2,1,0,0,0,2
0,3,0,0,0,1,1,0,0,20,68,0,77,1,0,0,0,0,33,0,0,0,0,0,1,9,2,0,5,0,0,0,0
1,3,0,1,0,4,0,0,0,21,47,0,70,0,0,0,0,0,23,0,1,0,0,0,0,9,1,0,0,0,0,0,0
0,3,0,0,0,1,0,0,0,12,56,0,61,0,1,0,2,0,9,0,0,0,0,0,0,11,4,1,0,0,0,0,0
0,2,0,0,1,5,0,0,0,19,29,0,81,0,0,0,1,0,12,1,0,0,0,1,0,6,2,0,1,0,0,0,0
0,3,0,1,0,2,0,0,0,11,35,0,76,0,0,0,0,0,67,0,0,0,0,0,0,3,0,0,2,0,0,0,0
0,2,0,1,0,2,0,0,0,5,53,0,73,0,1,0,0,0,7,0,0,0,0,1,0,10,0,0,0,0,0,0,0
0,4,0,0,4,7,0,0,0,7,29,0,64,0,0,0,1,0,14,0,0,0,0,0,0,6,0,1,2,0,0,0,0
0,0,0,0,0,1,0,0,0,3,28,0,60,0,0,0,1,0,9,0,0,0,0,1,0,7,1,1,2,0,0,0,0
0,1,0,0,0,5,0,0,0,1,21,0,39,0,1,0,0,0,13,0,0,0,0,0,0,9,0,0,1,0,0,0,0
0,1,0,3,0,0,0,0,0,1,27,0,50,0,2,0,0,0,5,0,0,0,0,1,0,11,0,1,0,0,0,0,0
0,0,0,2,0,3,0,0,0,1,9,0,28,0,0,0,1,0,63,3,0,0,0,2,0,7,0,1,0,0,0,0,0
0,2,0,0,0,1,0,0,0,1,22,0,53,0,1,0,0,0,10,0,0,0,0,0,0,4,0,0,1,0,0,0,0
0,1,0,0,0,2,0,0,0,0,8,0,34,0,0,0,3,0,4,2,0,0,0,1,0,7,1,1,0,0,0,0,0
0,0,0,0,0,2,0,0,0,1,6,0,25,0,0,0,1,0,8,0,0,0,0,1,0,4,0,2,0,0,0,0,0
0,5,0,3,0,3,0,0,0,2,4,0,19,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0
0,0,0,1,0,2,0,0,0,0,5,0,22,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0
0,0,0,0,0,1,0,0,0,0,3,0,37,0,0,0,0,0,1,0,1,0,0,1,0,5,0,0,1,0,0,0,0
0,2,0,0,0,2,0,0,0,0,0,0,19,0,1,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,7,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,1,0,7,0,0,0,0,0,0,32,0,0,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,0,26,0,0,0,1,0,0,0,0,0,0,1,0,6,0,1,1,0,0,0,3
0,0,0,1,0,1,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,21,0,0,0,0,0,0,1,0,0,0,0,0,7,0,2,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0
0,0,0,0,0,4,0,0,0,1,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,0,0,0,0,8,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,5,0,1,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,13,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,0,0,0,0,0
0,1,0,1,0,3,0,0,0,0,0,0,20,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0
0,0,0,0,0,9,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,2,1,3,0,2,1,0,0,0,1
0,0,0,0,0,2,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,0,0,0,0
0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0
0,0,0,2,0,1,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
0,2,0,0,0,6,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4,1,0,0,0,0
0,0,0,0,0,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0
0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,1
